"photo-13279251_326200869";"http://cs540103.vk.me/c540101/v540101826/13de5/OrrYs4KD1sc.jpg";"Nike Air Max 90 Hyperfuse.<br/>Цена: 1080 грн. <br/>Размеры: 40 - 46<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20001<br/>Белый+Черый";"Nike Air Max 90 Hyperfuse.";1080;"NK20001";" 40 - 46";"Белый+Черый";"<h1>Nike Air Max 90 Hyperfuse.</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295961952";"http://cs410724.vk.me/v410724826/67b6/VZrD029zPms.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Серый+Бирюзовый";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Серый+Бирюзовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_285247207";"http://cs403221.vk.me/v403221826/30db/SahCPixIiaM.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Красный";"Nike Air Max 90";1000;"NK20002";" 36 - 46";"Красный";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071922";"http://cs410226.vk.me/v410226826/f29c/HWNP-wufafc.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Темно серый+Розовый";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Темно серый+Розовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295950090";"http://cs410724.vk.me/v410724826/6756/ITowsfCo-3o.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Серый+Синий";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Серый+Синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295949933";"http://cs410724.vk.me/v410724826/66c6/4y3godO_GyQ.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Серый+Синий";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Серый+Синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071168";"http://cs410226.vk.me/v410226826/f21c/zIp7Rs8uj_w.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Белый+Розовый";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Белый+Розовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295964485";"http://cs410724.vk.me/v410724826/67f6/rQDYjoFLRWI.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Серый+Розовый";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Серый+Розовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295965775";"http://cs410724.vk.me/v410724826/6883/AO29TDuo_KY.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Серый+Светло розовый";"Nike Air Max 90";1000;"NK20002";" 36 - 46";"Серый+Светло розовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_291819814";"http://cs303208.vk.me/v303208826/35e7/iDGOfEHGLws.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Серый+Светло розовый";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Серый+Светло розовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308534488";"http://cs413829.vk.me/v413829826/2d4a/oSpiZR_1Uos.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Темно синий";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Темно синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308534490";"http://cs413829.vk.me/v413829826/2d53/Tjw60PlUdWw.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Темно синий";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Темно синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308534491";"http://cs413829.vk.me/v413829826/2d5c/cNUNvHthXGA.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Темно синий";"Nike Air Max 90";1000;"NK20002";" 36 - 40";"Темно синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295965761";"http://cs410724.vk.me/v410724826/6863/y6CjvLHhKGQ.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Черный+Салатовый";"Nike Air Max 90";1000;"NK20002";" 36 - 46";"Черный+Салатовый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_301229860";"http://cs306603.vk.me/v306603826/9c8b/ywaY7t8AxQM.jpg";"Nike Air Max 90<br/>Цена: 1000 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, сетка, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20002<br/>Черный+Синий";"Nike Air Max 90";1000;"NK20002";" 36 - 46";"Черный+Синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, сетка, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295954976";"http://cs410724.vk.me/v410724826/677e/Y-3fAjhl6vY.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Бежевый";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Бежевый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295954970";"http://cs410724.vk.me/v410724826/6776/BpQiex_RFBY.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Бежевый";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Бежевый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295954958";"http://cs410724.vk.me/v410724826/675e/RTO45Ef-Jog.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Бежевый";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Бежевый";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071565";"http://cs410226.vk.me/v410226826/f264/ANE2wdIYx4o.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Темно синий";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Темно синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071571";"http://cs410226.vk.me/v410226826/f28c/L9CrPOKnIIo.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Темно синий";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Темно синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071568";"http://cs410226.vk.me/v410226826/f274/-VU1Np_0azA.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Темно синий";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Темно синий";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071567";"http://cs410226.vk.me/v410226826/f26c/v9VOO8OUjUI.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Черный";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Черный";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071569";"http://cs410226.vk.me/v410226826/f27c/qao1oAcIKiw.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Черный";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Черный";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304071570";"http://cs410226.vk.me/v410226826/f284/6TXSwC1_UaA.jpg";"Nike Air Max 90<br/>Цена: 1100 грн. <br/>Размеры: 36 - 46<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20003<br/>Черный";"Nike Air Max 90";1100;"NK20003";" 36 - 46";"Черный";"<h1>Nike Air Max 90</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295967504";"http://cs410724.vk.me/v410724826/68a3/qkDyUNJMnyM.jpg";"Nike Air Max 90 VT Military (камуфляж)<br/>Цена: 1140 грн. <br/>Размеры: 36 - 46<br/>Материал: текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20004<br/>Зеленый";"Nike Air Max 90 VT Military (камуфляж)";1140;"NK20004";" 36 - 46";"Зеленый";"<h1>Nike Air Max 90 VT Military (камуфляж)</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295967524";"http://cs410724.vk.me/v410724826/68c3/Y39fABI8zBk.jpg";"Nike Air Max 90 VT Military (камуфляж)<br/>Цена: 1140 грн. <br/>Размеры: 36 - 46<br/>Материал: текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20004<br/>Зеленый";"Nike Air Max 90 VT Military (камуфляж)";1140;"NK20004";" 36 - 46";"Зеленый";"<h1>Nike Air Max 90 VT Military (камуфляж)</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355651045";"http://cs540103.vk.me/c540101/v540101826/46954/lmTZKgwfdEo.jpg";"Nike Air Max 90 VT Military (камуфляж)<br/>Цена: 1140 грн. <br/>Размеры: 36 - 46<br/>Материал: текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20004<br/>Зеленый";"Nike Air Max 90 VT Military (камуфляж)";1140;"NK20004";" 36 - 46";"Зеленый";"<h1>Nike Air Max 90 VT Military (камуфляж)</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295967509";"http://cs410724.vk.me/v410724826/68ab/VEfFqb2ehUA.jpg";"Nike Air Max 90 VT Military (камуфляж)<br/>Цена: 1140 грн. <br/>Размеры: 36 - 46<br/>Материал: текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20004<br/>Зеленый";"Nike Air Max 90 VT Military (камуфляж)";1140;"NK20004";" 36 - 46";"Зеленый";"<h1>Nike Air Max 90 VT Military (камуфляж)</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295967516";"http://cs410724.vk.me/v410724826/68b3/zr3p71pXiNw.jpg";"Nike Air Max 90 VT Military (камуфляж)<br/>Цена: 1140 грн. <br/>Размеры: 36 - 46<br/>Материал: текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20004<br/>Синий";"Nike Air Max 90 VT Military (камуфляж)";1140;"NK20004";" 36 - 46";"Синий";"<h1>Nike Air Max 90 VT Military (камуфляж)</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
