"photo-13279251_301464311";"http://cs416522.vk.me/v416522826/5949/416yZ_AGYT8.jpg";"Мокасины женские<br/>Цена: 910 грн.<br/>Размеры: 35-39<br/>Материал: натур. замша<br/>Сезон: весна, лето, осень<br/>KR10004<br/>Черный";"Мокасины женские";910;"KR10004";" 35-39";"Черный";"<h1>Мокасины женские</h1><br/><b>Материал:</b> натур. замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080555";"http://cs419930.vk.me/v419930826/5106/F6TCIOI6Jtw.jpg";"Криперы 3 см.<br/>Цена: 730 грн.<br/>Размеры: 35-40<br/>Материал: искст. замша/PU<br/>Подошва: пена<br/>Высота подошвы: 3 см.<br/>Сезон: весна, лето, осень<br/>KR10019<br/>Черный+Белый";"Криперы 3 см.";730;"KR10019";" 35-40";"Черный+Белый";"<h1>Криперы 3 см.</h1><br/><b>Материал:</b> искст. замша/PU<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 3 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080231";"http://cs419930.vk.me/v419930826/50ce/QTRN7tlNeVY.jpg";"Криперы цветочный принт<br/>Цена: 660 грн.<br/>Размеры: 35-39<br/>Материал: холст<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10020<br/>Черный";"Криперы цветочный принт";660;"KR10020";" 35-39";"Черный";"<h1>Криперы цветочный принт</h1><br/><b>Материал:</b> холст<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080239";"http://cs419930.vk.me/v419930826/50e6/BSVbJc4FDvw.jpg";"Криперы цветочный принт<br/>Цена: 660 грн.<br/>Размеры: 35-39<br/>Материал: холст<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10020<br/>Черный";"Криперы цветочный принт";660;"KR10020";" 35-39";"Черный";"<h1>Криперы цветочный принт</h1><br/><b>Материал:</b> холст<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080237";"http://cs419930.vk.me/v419930826/50de/LibZXmKn1Ko.jpg";"Криперы цветочный принт<br/>Цена: 660 грн.<br/>Размеры: 35-39<br/>Материал: холст<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10020<br/>Черный";"Криперы цветочный принт";660;"KR10020";" 35-39";"Черный";"<h1>Криперы цветочный принт</h1><br/><b>Материал:</b> холст<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080230";"http://cs419930.vk.me/v419930826/50c6/uKxSn1wxUEE.jpg";"Криперы цветочный принт<br/>Цена: 660 грн.<br/>Размеры: 35-39<br/>Материал: холст<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10020<br/>Черный";"Криперы цветочный принт";660;"KR10020";" 35-39";"Черный";"<h1>Криперы цветочный принт</h1><br/><b>Материал:</b> холст<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080235";"http://cs419930.vk.me/v419930826/50d6/jgmhFCva3O8.jpg";"Криперы цветочный принт<br/>Цена: 660 грн.<br/>Размеры: 35-39<br/>Материал: холст<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10020<br/>Черный";"Криперы цветочный принт";660;"KR10020";" 35-39";"Черный";"<h1>Криперы цветочный принт</h1><br/><b>Материал:</b> холст<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080852";"http://cs419930.vk.me/v419930826/5168/IIJ0Bwm8hmU.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Черный";"Криперы велюровые";680;"KR10021";" 35-39";"Черный";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080853";"http://cs419930.vk.me/v419930826/516f/mQjMj8rKcN4.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Черный";"Криперы велюровые";680;"KR10021";" 35-39";"Черный";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080854";"http://cs419930.vk.me/v419930826/5176/hWxEJGfT26o.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Черный";"Криперы велюровые";680;"KR10021";" 35-39";"Черный";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080855";"http://cs419930.vk.me/v419930826/517d/efAorGgxLLs.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Черный";"Криперы велюровые";680;"KR10021";" 35-39";"Черный";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080844";"http://cs419930.vk.me/v419930826/5136/t3lACYlggdI.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Темно синий";"Криперы велюровые";680;"KR10021";" 35-39";"Темно синий";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080858";"http://cs419930.vk.me/v419930826/5184/VPmXVTQN9dk.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Темно синий";"Криперы велюровые";680;"KR10021";" 35-39";"Темно синий";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080846";"http://cs419930.vk.me/v419930826/513e/ttEPDcSG51c.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Темно синий";"Криперы велюровые";680;"KR10021";" 35-39";"Темно синий";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080847";"http://cs419930.vk.me/v419930826/5145/FvhdxT6qhkY.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Бордовый";"Криперы велюровые";680;"KR10021";" 35-39";"Бордовый";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080848";"http://cs419930.vk.me/v419930826/514c/IggPAlVFoWo.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Бордовый";"Криперы велюровые";680;"KR10021";" 35-39";"Бордовый";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080849";"http://cs419930.vk.me/v419930826/5153/USJSRzZBUaw.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Бордовый";"Криперы велюровые";680;"KR10021";" 35-39";"Бордовый";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080850";"http://cs419930.vk.me/v419930826/515a/rEHJFWLKm44.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Бежевый";"Криперы велюровые";680;"KR10021";" 35-39";"Бежевый";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_302080851";"http://cs419930.vk.me/v419930826/5161/5kqZt0hYkOE.jpg";"Криперы велюровые<br/>Цена: 680 грн.<br/>Размеры: 35-39<br/>Материал: велюр<br/>Подошва: пена<br/>Высота подошвы: 5 см.<br/>Сезон: весна, лето, осень<br/>KR10021<br/>Бежевый";"Криперы велюровые";680;"KR10021";" 35-39";"Бежевый";"<h1>Криперы велюровые</h1><br/><b>Материал:</b> велюр<br/><b>Подошва:</b> пена<br/><b>Высота подошвы:</b> 5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_309855317";"http://cs408325.vk.me/v408325826/2125/xseCZyCqq-A.jpg";"Броги женские<br/>Цена: 780 грн<br/>Размеры: 35-39<br/>Материал: PU<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>KR10023<br/>Бордовый";"Броги женские";780;"KR10023";" 35-39";"Бордовый";"<h1>Броги женские</h1><br/><b>Материал:</b> PU<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
